Source.Name,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
redfin_2021-12-30-21-42-13.csv,PAST SALE,5/19/2021,Single Family Residential,13310 Green Mallard Ct,Clifton,VA,20124,861000,4,3.5,CENTREVILLE GREEN,3904,10340,1993,225,221,75,Sold,,,https://www.redfin.com/VA/Clifton/13310-Green-Mallard-Ct-20124/home/9604008,BRIGHT MLS,VAFX1192576,N,Y,38.8343188,-77.4083579
redfin_2021-12-30-21-42-13.csv,PAST SALE,9/17/2021,Single Family Residential,6300 Oak Stone Ct,Clifton,VA,20124,1075000,5,4.5,LITTLE ROCKY RUN,5776,36149,1993,104,186,,Sold,,,https://www.redfin.com/VA/Clifton/6300-Oak-Stone-Ct-20124/home/9685898,BRIGHT MLS,VAFX2014390,N,Y,38.8164134,-77.4154647
redfin_2021-12-30-21-42-13.csv,PAST SALE,9/15/2021,Single Family Residential,12705 Mill Glen Ct,Clifton,VA,20124,896549,4,2.5,MILL BRANCH,3304,239323,1984,106,271,75,Sold,,,https://www.redfin.com/VA/Clifton/12705-Mill-Glen-Ct-20124/home/9764406,BRIGHT MLS,VAFX2012988,N,Y,38.7629095,-77.3840524
redfin_2021-12-30-21-42-13.csv,PAST SALE,10/28/2021,Single Family Residential,11700 Yates Ford Rd,Fairfax Station,VA,22039,2495000,6,7,WALNUT ACRES,9847,270499,2009,63,253,,Sold,,,https://www.redfin.com/VA/Fairfax-Station/11700-Yates-Ford-Rd-22039/home/9764639,BRIGHT MLS,VAFX2020030,N,Y,38.7770772,-77.3515101
redfin_2021-12-30-21-42-13.csv,PAST SALE,2/11/2021,Single Family Residential,6001 Pocol Dr,Clifton,VA,20124,790000,5,3.5,THIRD ADDITION TO VANNOY,2972,27092,1990,322,266,,Sold,,,https://www.redfin.com/VA/Clifton/6001-Pocol-Dr-20124/home/9686009,BRIGHT MLS,VAFX1178430,N,Y,38.8146495,-77.38181
redfin_2021-12-30-21-42-13.csv,PAST SALE,12/14/2021,Single Family Residential,7247 Clifton Rd,Clifton,VA,20124,900000,5,4.5,CLIFTON OAKS,3790,217800,1986,16,237,,Sold,,,https://www.redfin.com/VA/Clifton/7247-Clifton-Rd-20124/home/9764320,BRIGHT MLS,VAFX2005132,N,Y,38.7733467,-77.3760691
redfin_2021-12-30-21-42-13.csv,PAST SALE,9/24/2021,Single Family Residential,6432 Colchester Rd,Fairfax Station,VA,22039,890000,4,3.5,KURT R MATTUSCH,2688,217800,1986,97,331,,Sold,,,https://www.redfin.com/VA/Fairfax-Station/6432-Colchester-Rd-22039/home/9726263,BRIGHT MLS,VAFX2012212,N,Y,38.789744,-77.3638934
redfin_2021-12-30-21-42-13.csv,PAST SALE,10/7/2021,Single Family Residential,13221 Wates Spring Pl,Clifton,VA,20124,1000000,5,3.5,WHIPPOORWILL,3793,273126,1987,84,264,,Sold,,,https://www.redfin.com/VA/Clifton/13221-Wates-Spring-Pl-20124/home/9725475,BRIGHT MLS,VAFX2014936,N,Y,38.7865858,-77.4030655
redfin_2021-12-30-21-42-13.csv,PAST SALE,10/29/2021,Single Family Residential,11930 Henderson Rd,Clifton,VA,20124,905000,4,3.5,WILLIAM E AND BERNICE IN,3360,88575,1976,62,269,,Sold,,,https://www.redfin.com/VA/Clifton/11930-Henderson-Rd-20124/home/9796950,BRIGHT MLS,VAFX2024260,N,Y,38.7345249,-77.3597419
redfin_2021-12-30-21-42-13.csv,PAST SALE,6/17/2021,Single Family Residential,6738 Bunkers Ct,Clifton,VA,20124,1300000,5,4.5,CLIFTON GROVE,7408,17409,2002,196,175,50,Sold,,,https://www.redfin.com/VA/Clifton/6738-Bunkers-Ct-20124/home/9837299,BRIGHT MLS,VAFX1195154,N,Y,38.8059935,-77.425418
redfin_2021-12-30-21-42-13.csv,PAST SALE,11/22/2021,Single Family Residential,6407 Battle Rock Dr,Clifton,VA,20124,715000,4,2.5,LITTLE ROCKY RUN,2576,10890,1987,38,278,98,Sold,,,https://www.redfin.com/VA/Clifton/6407-Battle-Rock-Dr-20124/home/9680062,BRIGHT MLS,VAFX2023306,N,Y,38.8150177,-77.4172358
redfin_2021-12-30-21-42-13.csv,PAST SALE,12/19/2021,Single Family Residential,6732 Rock Brook Dr,Clifton,VA,20124,730000,4,2.5,LITTLE ROCKY RUN,2833,10440,1994,11,258,95,Sold,,,https://www.redfin.com/VA/Clifton/6732-Rock-Brook-Dr-20124/home/9683239,BRIGHT MLS,VAFX2036670,N,Y,38.8086561,-77.426225
redfin_2021-12-30-21-42-13.csv,PAST SALE,5/28/2021,Single Family Residential,5702 Regal Crest Ct,Clifton,VA,20124,825000,4,3.5,CLIFTON CREST,3512,8975,2000,216,235,67,Sold,,,https://www.redfin.com/VA/Clifton/5702-Regal-Crest-Ct-20124/home/9606104,BRIGHT MLS,VAFX1193736,N,Y,38.8386968,-77.4083131
redfin_2021-12-30-21-42-13.csv,PAST SALE,1/4/2021,Single Family Residential,13718 Springstone Dr,Clifton,VA,20124,700000,4,3.5,LITTLE ROCKY RUN,2986,8500,1986,360,234,95,Sold,,,https://www.redfin.com/VA/Clifton/13718-Springstone-Dr-20124/home/9672651,BRIGHT MLS,VAFX1155048,N,Y,38.821107,-77.4218089
redfin_2021-12-30-21-42-13.csv,PAST SALE,4/2/2021,Single Family Residential,13316 Sturno Dr,Clifton,VA,20124,1225000,5,5,CLIFTON PINES II,5613,8852,2020,272,218,100,Sold,,,https://www.redfin.com/VA/Clifton/13316-Sturno-Dr-20124/home/162492626,BRIGHT MLS,VAFX1141950,N,Y,38.832244,-77.410225
redfin_2021-12-30-21-42-13.csv,PAST SALE,7/29/2021,Single Family Residential,6612 Rockland Dr,Clifton,VA,20124,800000,5,2.5,LITTLE ROCKY RUN,3194,8661,1987,154,250,98,Sold,,,https://www.redfin.com/VA/Clifton/6612-Rockland-Dr-20124/home/9680563,BRIGHT MLS,VAFX1205012,N,Y,38.8130971,-77.4212037
redfin_2021-12-30-21-42-13.csv,PAST SALE,9/8/2021,Single Family Residential,14006 Marleigh Ln,Clifton,VA,20124,810000,5,3.5,COMPTON HEIGHTS,3488,10496,1991,113,232,49,Sold,,,https://www.redfin.com/VA/Clifton/14006-Marleigh-Ln-20124/home/9682630,BRIGHT MLS,VAFX2012628,N,Y,38.8064204,-77.4309996
redfin_2021-12-30-21-42-13.csv,PAST SALE,9/7/2021,Single Family Residential,13113 Cedar Ridge Dr,Clifton,VA,20124,1005000,5,3.5,CEDAR KNOLLS OF CLIFTON,4560,227113,1986,114,220,42,Sold,,,https://www.redfin.com/VA/Clifton/13113-Cedar-Ridge-Dr-20124/home/9725310,BRIGHT MLS,VAFX2013460,N,Y,38.7988574,-77.4012955
redfin_2021-12-30-21-42-13.csv,PAST SALE,4/29/2021,Single Family Residential,6707 Colewood Estates Rd,Clifton,VA,20124,980000,5,3,COLEWOOD ESTATES,4074,143356,1977,245,241,,Sold,,,https://www.redfin.com/VA/Clifton/6707-Colewood-Estates-Rd-20124/home/9726315,BRIGHT MLS,VAFX1187352,N,Y,38.788118,-77.3713147
redfin_2021-12-30-21-42-13.csv,PAST SALE,11/15/2021,Single Family Residential,8116 Valley Run Dr,Clifton,VA,20124,865000,4,3.5,VALLEY RUN ESTATES,3520,220518,1979,45,246,,Sold,,,https://www.redfin.com/VA/Clifton/8116-Valley-Run-Dr-20124/home/9796710,BRIGHT MLS,VAFX2015196,N,Y,38.7418422,-77.3655284
redfin_2021-12-30-21-42-13.csv,PAST SALE,12/20/2021,Single Family Residential,6511 Rockland Dr,Clifton,VA,20124,986000,5,4.5,LITTLE ROCKY RUN,4930,9675,1989,10,200,98,Sold,,,https://www.redfin.com/VA/Clifton/6511-Rockland-Dr-20124/home/9680341,BRIGHT MLS,VAFX2032486,N,Y,38.8137823,-77.4247231
redfin_2021-12-30-21-42-13.csv,PAST SALE,10/27/2021,Single Family Residential,6122 Sandstone Ct,Clifton,VA,20124,695000,4,3.5,LITTLE ROCKY RUN,3392,10519,1986,64,205,98,Sold,,,https://www.redfin.com/VA/Clifton/6122-Sandstone-Ct-20124/home/9683830,BRIGHT MLS,VAFX2019074,N,Y,38.8211636,-77.4149491
redfin_2021-12-30-21-42-13.csv,PAST SALE,9/24/2021,Single Family Residential,6413 Woodland Run Ct,Clifton,VA,20124,1030000,5,4.5,LITTLE ROCKY RUN,4287,41183,1987,97,240,95,Sold,,,https://www.redfin.com/VA/Clifton/6413-Woodland-Run-Ct-20124/home/9680007,BRIGHT MLS,VAFX2016060,N,Y,38.8129125,-77.4167426
redfin_2021-12-30-21-42-13.csv,PAST SALE,4/30/2021,Single Family Residential,5905 Pocol Dr,Clifton,VA,20124,980000,5,4.5,THIRD ADDITION TO VANNOY,5908,22705,1989,244,166,,Sold,,,https://www.redfin.com/VA/Clifton/5905-Pocol-Dr-20124/home/9686045,BRIGHT MLS,VAFX1189700,N,Y,38.8173795,-77.3817651
redfin_2021-12-30-21-42-13.csv,PAST SALE,12/3/2021,Single Family Residential,5690 Colchester Rd,Clifton,VA,20124,2330000,7,6.5,GRACE J KELLEY,7158,285459,2018,27,326,,Sold,,,https://www.redfin.com/VA/Clifton/5690-Colchester-Rd-20124/home/167761271,BRIGHT MLS,VAFX2027020,N,Y,38.8243231,-77.3849494
redfin_2021-12-30-21-42-13.csv,PAST SALE,6/28/2021,Single Family Residential,8218 Kincheloe Rd,Clifton,VA,20124,615000,2,1,BULL RUN,1180,87120,1955,185,521,,Sold,,,https://www.redfin.com/VA/Clifton/8218-Kincheloe-Rd-20124/home/9796644,BRIGHT MLS,VAFX1202496,N,Y,38.7477325,-77.3849718
redfin_2021-12-30-21-42-13.csv,PAST SALE,7/20/2021,Single Family Residential,13309 Green Mallard Ct,Clifton,VA,20124,835000,4,3.5,CENTREVILLE GREEN,3450,11143,1992,163,242,70,Sold,,,https://www.redfin.com/VA/Clifton/13309-Green-Mallard-Ct-20124/home/9604042,BRIGHT MLS,VAFX2003098,N,Y,38.8337991,-77.408201
redfin_2021-12-30-21-42-13.csv,PAST SALE,3/26/2021,Single Family Residential,6105 Mountain Springs Ln,Clifton,VA,20124,710000,5,3.5,LITTLE ROCKY RUN,2177,9872,1986,279,326,95,Sold,,,https://www.redfin.com/VA/Clifton/6105-Mountain-Springs-Ln-20124/home/9671895,BRIGHT MLS,VAFX1190828,N,Y,38.8257242,-77.4195224
redfin_2021-12-30-21-42-13.csv,PAST SALE,7/27/2021,Single Family Residential,13951 Shalestone Dr,Clifton,VA,20124,1015000,5,4.5,LITTLE ROCKY RUN,5072,10784,1988,156,200,98,Sold,,,https://www.redfin.com/VA/Clifton/13951-Shalestone-Dr-20124/home/9681034,BRIGHT MLS,VAFX1204864,N,Y,38.8122689,-77.4278165
redfin_2021-12-30-21-42-13.csv,PAST SALE,6/29/2021,Single Family Residential,13645 Melstone Dr,Clifton,VA,20124,850000,5,2.5,LITTLE ROCKY RUN,3300,10939,1989,184,258,98,Sold,,,https://www.redfin.com/VA/Clifton/13645-Melstone-Dr-20124/home/9682085,BRIGHT MLS,VAFX1182744,N,Y,38.8168406,-77.4195672
redfin_2021-12-30-21-42-25.csv,PAST SALE,1/22/2021,Single Family Residential,2636 Bowdoin Cir,Vienna,VA,22180,762600,4,3,DUNN LORING WOODS,2311,12651,1962,342,330,,Sold,,,https://www.redfin.com/VA/Vienna/2636-Bowdoin-Cir-22180/home/9540306,BRIGHT MLS,VAFX1173082,N,Y,38.8834202,-77.2335325
redfin_2021-12-30-21-42-25.csv,PAST SALE,10/9/2021,Single Family Residential,2438 Holt St,Vienna,VA,22180,700000,4,3,STONEWALL MANOR,2713,10763,1964,82,258,,Sold,,,https://www.redfin.com/VA/Vienna/2438-Holt-St-22180/home/9466014,BRIGHT MLS,VAFX2013860,N,Y,38.8912816,-77.2334427
redfin_2021-12-30-21-42-25.csv,PAST SALE,6/18/2021,Single Family Residential,8424 Blevins Way Ct,Vienna,VA,22182,1050000,4,3.5,WINCANTON,3140,15936,1979,195,334,,Sold,,,https://www.redfin.com/VA/Vienna/8424-Blevins-Way-Ct-22182/home/9467215,BRIGHT MLS,VAFX1202926,N,Y,38.9003138,-77.2359575
redfin_2021-12-30-21-42-25.csv,PAST SALE,9/2/2021,Single Family Residential,2730 Bowling Green Dr,Vienna,VA,22180,810000,4,2.5,DUNN LORING WOODS,1828,12243,1961,119,443,,Sold,,,https://www.redfin.com/VA/Vienna/2730-Bowling-Green-Dr-22180/home/9541305,BRIGHT MLS,VAFX2012460,N,Y,38.881001,-77.242328
redfin_2021-12-30-21-42-25.csv,PAST SALE,11/19/2021,Single Family Residential,8312 Cottage St,Vienna,VA,22180,786500,4,2.5,DUNN LORING WOODS,2041,10500,1962,41,385,,Sold,,,https://www.redfin.com/VA/Vienna/8312-Cottage-St-22180/home/9540381,BRIGHT MLS,VAFX2001501,N,Y,38.8859611,-77.2329038
redfin_2021-12-30-21-42-25.csv,PAST SALE,8/10/2021,Single Family Residential,2461 Fardale St,Vienna,VA,22180,1735000,6,6,MCHENRY HEIGHTS,5829,27147,2006,142,298,,Sold,,,https://www.redfin.com/VA/Vienna/2461-Fardale-St-SE-22180/home/9464918,BRIGHT MLS,VAFX2006280,N,Y,38.8900547,-77.2464874
redfin_2021-12-30-21-42-25.csv,PAST SALE,7/30/2021,Single Family Residential,8159 Woodland Ct,Dunn Loring,VA,22027,1010000,4,3,BRIGHT MEADOWS,2800,14487,1976,153,361,,Sold,,,https://www.redfin.com/VA/Dunn-Loring/8159-Woodland-Ct-22027/home/9468914,BRIGHT MLS,VAFX2000634,N,Y,38.8922961,-77.2280987
redfin_2021-12-30-21-42-25.csv,PAST SALE,4/23/2021,Single Family Residential,2523 Swift Run St,Vienna,VA,22180,837500,4,2.5,STONEWALL MANOR,2514,13384,1963,251,333,,Sold,,,https://www.redfin.com/VA/Vienna/2523-Swift-Run-St-22180/home/9541421,BRIGHT MLS,VAFX1185954,N,Y,38.8875078,-77.2370801
redfin_2021-12-30-21-42-25.csv,PAST SALE,8/16/2021,Single Family Residential,2241 Richelieu Dr,Vienna,VA,22182,805000,4,3,TYSONS WOODS,2011,10616,1974,136,400,,Sold,,,https://www.redfin.com/VA/Vienna/2241-Richelieu-Dr-22182/home/9466961,BRIGHT MLS,VAFX2001028,N,Y,38.8990048,-77.2397295
redfin_2021-12-30-21-42-25.csv,PAST SALE,5/26/2021,Single Family Residential,2618 Bowling Green Dr,Vienna,VA,22180,865000,5,3.5,DUNN LORING WOODS,2747,10786,1962,218,315,,Sold,,,https://www.redfin.com/VA/Vienna/2618-Bowling-Green-Dr-22180/home/9540997,BRIGHT MLS,VAFX1195896,N,Y,38.885109,-77.2408072
redfin_2021-12-30-21-42-25.csv,PAST SALE,4/9/2021,Single Family Residential,8615 Redwood Dr,Vienna,VA,22180,975000,5,4.5,OAKDALE PARK,3250,15000,1965,265,300,,Sold,,,https://www.redfin.com/VA/Vienna/8615-Redwood-Dr-22180/home/9465539,BRIGHT MLS,VAFX1185248,N,Y,38.8924814,-77.2423072
redfin_2021-12-30-21-42-25.csv,PAST SALE,3/10/2021,Single Family Residential,8422 Blevins Way Ct,Vienna,VA,22182,995000,4,2.5,WINCANTON,3165,12708,1979,295,314,,Sold,,,https://www.redfin.com/VA/Vienna/8422-Blevins-Way-Ct-22182/home/9467212,BRIGHT MLS,VAFX1178340,N,Y,38.9002733,-77.2363167
redfin_2021-12-30-21-42-25.csv,PAST SALE,2/18/2021,Single Family Residential,8505 Cottage St,Vienna,VA,22180,759750,3,3,DUNN LORING WOODS,1153,14081,1961,315,659,,Sold,,,https://www.redfin.com/VA/Vienna/8505-Cottage-St-22180/home/9541254,BRIGHT MLS,VAFX1174014,N,Y,38.8826874,-77.2398215
redfin_2021-12-30-21-42-25.csv,PAST SALE,7/23/2021,Single Family Residential,2159 Westglen Ct,Vienna,VA,22182,1425000,4,5.5,ROBIN GLEN,5065,9053,1989,160,281,25,Sold,,,https://www.redfin.com/VA/Vienna/2159-Westglen-Ct-22182/home/9458388,BRIGHT MLS,VAFX1207470,N,Y,38.9042907,-77.2365188
redfin_2021-12-30-21-42-25.csv,PAST SALE,5/4/2021,Single Family Residential,8400 Academy St,Vienna,VA,22180,960000,4,3,STONEWALL MANOR,2762,10942,1964,240,348,,Sold,,,https://www.redfin.com/VA/Vienna/8400-Academy-St-22180/home/9465680,BRIGHT MLS,VAFX1181128,N,Y,38.8927385,-77.2355323
redfin_2021-12-30-21-42-25.csv,PAST SALE,3/8/2021,Single Family Residential,8515 Idylwood Rd,Vienna,VA,22182,890000,4,2,TYSONS WOODS,1975,14130,1974,297,451,,Sold,,,https://www.redfin.com/VA/Vienna/8515-Idylwood-Rd-22182/home/9466969,BRIGHT MLS,VAFX1176500,N,Y,38.8992312,-77.2392355
redfin_2021-12-30-21-42-25.csv,PAST SALE,2/16/2021,Single Family Residential,2205 Harithy Dr,Dunn Loring,VA,22027,1100000,4,3.5,ARDEN OAKS,3950,3806,2001,317,278,180,Sold,,,https://www.redfin.com/VA/Dunn-Loring/2205-Harithy-Dr-22027/home/9833845,BRIGHT MLS,VAFX1172536,N,Y,38.9013032,-77.2225973
redfin_2021-12-30-21-42-25.csv,PAST SALE,4/26/2021,Single Family Residential,8032 Idylwood Rd,Dunn Loring,VA,22027,910000,3,3,DUNN LORING,2272,46012,1964,248,401,,Sold,,,https://www.redfin.com/VA/Dunn-Loring/8032-Idylwood-Rd-22027/home/9467768,BRIGHT MLS,VAFX1186262,N,Y,38.8943642,-77.2228443
redfin_2021-12-30-21-42-25.csv,PAST SALE,8/15/2021,Single Family Residential,2346 Greenbrier Way,Vienna,VA,22182,1115000,4,4.5,DUNN LORING GARDENS,3834,26753,2000,137,291,,Sold,,,https://www.redfin.com/VA/Vienna/2346-Greenbrier-Way-22182/home/9468051,BRIGHT MLS,VAFX2015714,N,Y,38.8951627,-77.2275149
redfin_2021-12-30-21-42-25.csv,PAST SALE,6/24/2021,Single Family Residential,2507 Jackson Pkwy,Vienna,VA,22180,790000,4,2.5,STONEWALL MANOR,2228,13665,1963,189,355,,Sold,,,https://www.redfin.com/VA/Vienna/2507-Jackson-Pkwy-22180/home/162594181,BRIGHT MLS,VAFX1201494,N,Y,38.8882074,-77.2354186
redfin_2021-12-30-21-42-25.csv,PAST SALE,10/4/2021,Single Family Residential,2617 Occidental Dr,Vienna,VA,22180,785000,4,3,DUNN LORING WOODS,2545,10500,1961,87,308,,Sold,,,https://www.redfin.com/VA/Vienna/2617-Occidental-Dr-22180/home/9541162,BRIGHT MLS,VAFX2014414,N,Y,38.8832421,-77.2437847
redfin_2021-12-30-21-42-25.csv,PAST SALE,3/11/2021,Single Family Residential,2320 Morgan Ln,Dunn Loring,VA,22027,1012926,4,3.5,KINGS GLENN,3828,12172,1985,294,265,4,Sold,,,https://www.redfin.com/VA/Dunn-Loring/2320-Morgan-Ln-22027/home/9469300,BRIGHT MLS,VAFX1179048,N,Y,38.8971094,-77.2175447
redfin_2021-12-30-21-42-25.csv,PAST SALE,1/29/2021,Single Family Residential,2301 Yvonnes Way,Dunn Loring,VA,22027,1010000,5,4.5,CHATHAM SQUARE,4111,5684,1994,335,246,133,Sold,,,https://www.redfin.com/VA/Dunn-Loring/2301-Yvonnes-Way-22027/home/9470036,BRIGHT MLS,VAFX1166092,N,Y,38.897014,-77.2232036
redfin_2021-12-30-21-42-25.csv,PAST SALE,6/14/2021,Single Family Residential,7961 Blitz Ct,Dunn Loring,VA,22027,1285000,5,5.5,BLITZ PROPERTY,4535,9168,1997,199,283,121,Sold,,,https://www.redfin.com/VA/Dunn-Loring/7961-Blitz-Ct-22027/home/9470280,BRIGHT MLS,VAFX1201118,N,Y,38.8997924,-77.2200149
redfin_2021-12-30-21-42-25.csv,PAST SALE,5/17/2021,Single Family Residential,2602 Amanda Ct,Vienna,VA,22180,1070000,4,3.5,AMANDA PLACE II,5018,5623,2001,227,213,67,Sold,,,https://www.redfin.com/VA/Vienna/2602-Amanda-Ct-22180/home/9839636,BRIGHT MLS,VAFX1191372,N,Y,38.8859576,-77.2361371
redfin_2021-12-30-21-42-25.csv,PAST SALE,7/14/2021,Single Family Residential,8515 Quaint Ln,Vienna,VA,22182,1123000,4,2.5,TYSONS VALLEY,3125,17912,1972,169,359,,Sold,,,https://www.redfin.com/VA/Vienna/8515-Quaint-Ln-22182/home/9457475,BRIGHT MLS,VAFX1207802,N,Y,38.9079779,-77.2402683
redfin_2021-12-30-21-42-25.csv,PAST SALE,3/1/2021,Single Family Residential,8247 Electric Ave,Vienna,VA,22182,800000,3,3,WEDDERBURN HEIGHTS,3000,6000,1998,304,267,,Sold,,,https://www.redfin.com/VA/Vienna/8247-Electric-Ave-22182/home/9465468,BRIGHT MLS,VAFX1164940,N,Y,38.8994001,-77.2313321
redfin_2021-12-30-21-42-25.csv,PAST SALE,6/16/2021,Single Family Residential,8708 Litwalton Ct,Vienna,VA,22182,865000,4,2.5,TYSONS WOODS,2268,8400,1972,197,381,,Sold,,,https://www.redfin.com/VA/Vienna/8708-Litwalton-Ct-22182/home/9457577,BRIGHT MLS,VAFX1192716,N,Y,38.9031236,-77.2413909
redfin_2021-12-30-21-42-25.csv,PAST SALE,7/15/2021,Single Family Residential,7966 Blitz Ct,Dunn Loring,VA,22027,1200000,5,5.5,BLITZ PROPERTY,4709,7900,1997,168,255,121,Sold,,,https://www.redfin.com/VA/Dunn-Loring/7966-Blitz-Ct-22027/home/9470247,BRIGHT MLS,VAFX1208360,N,Y,38.9005649,-77.220464
redfin_2021-12-30-21-42-25.csv,PAST SALE,1/15/2021,Single Family Residential,8113 Bright Meadows Ln,Dunn Loring,VA,22027,795000,3,2.5,BRIGHT MEADOWS,1800,12165,1973,349,442,,Sold,,,https://www.redfin.com/VA/Dunn-Loring/8113-Bright-Meadows-Ln-22027/home/9468877,BRIGHT MLS,VAFX1170776,N,Y,38.8910768,-77.2276047
redfin_2021-12-30-21-42-25.csv,PAST SALE,5/28/2021,Single Family Residential,2722 Bowling Green Dr,Vienna,VA,22180,720000,3,2.5,DUNN LORING WOODS,1548,11156,1961,216,465,,Sold,,,https://www.redfin.com/VA/Vienna/2722-Bowling-Green-Dr-22180/home/9541300,BRIGHT MLS,VAFX1193090,N,Y,38.8810314,-77.2417052
redfin_2021-12-30-21-42-25.csv,PAST SALE,12/10/2021,Single Family Residential,2403 Holt St,Vienna,VA,22180,820000,5,2.5,STONEWALL MANOR,2229,12907,1965,20,368,,Sold,,,https://www.redfin.com/VA/Vienna/2403-Holt-St-22180/home/9466092,BRIGHT MLS,VAFX2020896,N,Y,38.8927413,-77.2295807
redfin_2021-12-30-21-42-25.csv,PAST SALE,11/4/2021,Single Family Residential,412 Onondio Cir SE,Vienna,VA,22180,976000,5,3,OAK GROVE,2342,15782,1969,56,417,,Sold,,,https://www.redfin.com/VA/Vienna/412-Onondio-Cir-SE-22180/home/9466627,BRIGHT MLS,VAFX2020494,N,Y,38.8970742,-77.2426033
redfin_2021-12-30-21-42-25.csv,PAST SALE,8/9/2021,Single Family Residential,8025 Wolftrap Rd,Dunn Loring,VA,22027,1175000,4,3.5,ARDEN OAKS,3582,3812,2001,143,328,180,Sold,,,https://www.redfin.com/VA/Dunn-Loring/8025-Wolftrap-Rd-22027/home/9833842,BRIGHT MLS,VAFX2008236,N,Y,38.9015043,-77.222238
redfin_2021-12-30-21-42-25.csv,PAST SALE,9/1/2021,Single Family Residential,8335 Wesleyan St,Vienna,VA,22180,760000,5,3,DUNN LORING WOODS,2984,11346,1962,120,255,,Sold,,,https://www.redfin.com/VA/Vienna/8335-Wesleyan-St-22180/home/9540684,BRIGHT MLS,VAFX2004402,N,Y,38.8819782,-77.2346552
redfin_2021-12-30-21-42-25.csv,PAST SALE,11/24/2021,Single Family Residential,7927 Tire Swing Rd,Dunn Loring,VA,22027,1260000,4,4,SHREVE HILL,3833,9533,1998,36,329,100,Sold,,,https://www.redfin.com/VA/Dunn-Loring/7927-Tire-Swing-Rd-22027/home/9470483,BRIGHT MLS,VAFX2000249,N,Y,38.8936288,-77.2201945
redfin_2021-12-30-21-42-25.csv,PAST SALE,6/17/2021,Single Family Residential,2403 Sagarmal Ct,Dunn Loring,VA,22027,1401500,4,4.5,DUNN LORING SQUARE,4630,13380,1995,196,303,,Sold,,,https://www.redfin.com/VA/Dunn-Loring/2403-Sagarmal-Ct-22027/home/9470223,BRIGHT MLS,VAFX1198326,N,Y,38.8908825,-77.2234955
redfin_2021-12-30-21-42-25.csv,PAST SALE,6/25/2021,Single Family Residential,2630 Bowdoin Cir,Vienna,VA,22180,785000,4,3,DUNN LORING WOODS,2280,11735,1962,188,344,,Sold,,,https://www.redfin.com/VA/Vienna/2630-Bowdoin-Cir-22180/home/9540298,BRIGHT MLS,VAFX1202956,N,Y,38.8840781,-77.233308
redfin_2021-12-30-21-42-25.csv,PAST SALE,11/3/2021,Single Family Residential,2624 Depaul Dr,Vienna,VA,22180,790000,3,3,DUNN LORING WOODS,2602,12004,1961,57,304,,Sold,,,https://www.redfin.com/VA/Vienna/2624-Depaul-Dr-22180/home/9541140,BRIGHT MLS,VAFX2025212,N,Y,38.882606,-77.2432319
redfin_2021-12-30-21-42-25.csv,PAST SALE,11/15/2021,Single Family Residential,2630 Depaul Dr,Vienna,VA,22180,1369814,4,4.5,DUNN LORING WOODS,3543,11108,2021,45,387,,Sold,,,https://www.redfin.com/VA/Vienna/2630-Depaul-Dr-22180/home/9541339,BRIGHT MLS,VAFX1138346,N,Y,38.8816827,-77.2428727
redfin_2021-12-30-21-42-25.csv,PAST SALE,7/12/2021,Single Family Residential,2715 Occidental Dr,Vienna,VA,22180,700000,4,3,DUNN LORING WOODS,1080,11000,1976,171,648,,Sold,,,https://www.redfin.com/VA/Vienna/2715-Occidental-Dr-22180/home/9541729,BRIGHT MLS,VAFX1208552,N,Y,38.8801931,-77.2457465
redfin_2021-12-30-21-42-25.csv,PAST SALE,8/27/2021,Single Family Residential,2151 Westglen Ct,Vienna,VA,22182,1185000,5,5.5,ROBIN GLEN,3364,9430,1988,125,352,25,Sold,,,https://www.redfin.com/VA/Vienna/2151-Westglen-Ct-22182/home/9458403,BRIGHT MLS,VAFX2005012,N,Y,38.90481,-77.2366759
redfin_2021-12-30-21-42-25.csv,PAST SALE,1/11/2021,Single Family Residential,2429 Jackson Pkwy,Vienna,VA,22180,725000,4,2.5,STONEWALL MANOR,1228,11225,1964,353,590,,Sold,,,https://www.redfin.com/VA/Vienna/2429-Jackson-Pkwy-22180/home/9465632,BRIGHT MLS,VAFX1158628,N,Y,38.8905068,-77.2351491
redfin_2021-12-30-21-42-25.csv,PAST SALE,9/29/2021,Single Family Residential,2528 Bull Run Ct,Vienna,VA,22180,785000,4,2.5,STONEWALL MANOR,1989,12197,1963,92,395,,Sold,,,https://www.redfin.com/VA/Vienna/2528-Bull-Run-Ct-22180/home/9541439,BRIGHT MLS,VAFX2016920,N,Y,38.8871242,-77.2366984
redfin_2021-12-30-21-42-25.csv,PAST SALE,12/30/2021,Single Family Residential,2402 Jackson Pkwy,Vienna,VA,22180,901000,5,2.5,STONEWALL MANOR,2240,12855,1965,1,402,,Sold,,,https://www.redfin.com/VA/Vienna/2402-Jackson-Pkwy-22180/home/9465686,BRIGHT MLS,VAFX2031016,N,Y,38.8935587,-77.2351491
